oaColorName;publicationId;year;publisherId;publisherName;journalId;journalTitle
Grün;pub.1054008179;2017;pblshr.1000056;Cambridge University Press (CUP);jour.1120096;Mathematical Proceedings of the Cambridge Philosophical Society
Grün;pub.1054015145;2017;pblshr.1000056;Cambridge University Press (CUP);jour.1137424;Ergodic Theory and Dynamical Systems
Closed;pub.1054025219;2017;pblshr.1000179;SAGE Publications;jour.1036847;International Journal of Stroke
Grün;pub.1054030278;2016;pblshr.1000179;SAGE Publications;jour.1006192;American Behavioral Scientist
Closed;pub.1054041072;2017;pblshr.1000078;Elsevier;jour.1138102;Forest Policy and Economics
Grün;pub.1054044408;2016;pblshr.1000056;Cambridge University Press (CUP);jour.1137424;Ergodic Theory and Dynamical Systems
Grün;pub.1054050443;2017;pblshr.1000056;Cambridge University Press (CUP);jour.1137230;Experimental Agriculture
Grün;pub.1054060525;2016;pblshr.1000056;Cambridge University Press (CUP);jour.1026143;Journal of Fluid Mechanics
Closed;pub.1054063501;2015;pblshr.1000056;Cambridge University Press (CUP);jour.1128217;Journal of Tropical Ecology
Closed;pub.1054067497;2017;pblshr.1000078;Elsevier;jour.1013552;Soil Biology and Biochemistry
Grün;pub.1054068899;2017;pblshr.1000056;Cambridge University Press (CUP);jour.1054214;Psychological Medicine
Grün;pub.1054081354;2016;pblshr.1000056;Cambridge University Press (CUP);jour.1026143;Journal of Fluid Mechanics
Gold;pub.1054508071;2016;pblshr.1000297;Springer Nature;jour.1052482;Journal of High Energy Physics
Gold;pub.1054508082;2015;pblshr.1000297;Springer Nature;jour.1052482;Journal of High Energy Physics
Gold;pub.1054508083;2015;pblshr.1000297;Springer Nature;jour.1052482;Journal of High Energy Physics
Gold;pub.1054508099;2016;pblshr.1000297;Springer Nature;jour.1052482;Journal of High Energy Physics
Closed;pub.1054858725;2015;pblshr.1000056;Cambridge University Press (CUP);jour.1024188;Bulletin of the School of Oriental and African Studies
Closed;pub.1054884701;2016;pblshr.1000056;Cambridge University Press (CUP);jour.1137628;Language Teaching
Bronze;pub.1054929188;2015;pblshr.1000056;Cambridge University Press (CUP);jour.1082997;Microscopy and Microanalysis
Grün;pub.1054932545;2016;pblshr.1000056;Cambridge University Press (CUP);jour.1295118;Journal of the Australian Mathematical Society
Closed;pub.1054936168;2016;pblshr.1000056;Cambridge University Press (CUP);jour.1031047;International Journal of Astrobiology
Closed;pub.1054936184;2016;pblshr.1000056;Cambridge University Press (CUP);jour.1031047;International Journal of Astrobiology
Closed;pub.1054936203;2016;pblshr.1000056;Cambridge University Press (CUP);jour.1031047;International Journal of Astrobiology
Grün;pub.1054944232;2015;pblshr.1000056;Cambridge University Press (CUP);jour.1038521;Animal
Closed;pub.1054944286;2016;pblshr.1000056;Cambridge University Press (CUP);jour.1038521;Animal
Grün;pub.1054944365;2016;pblshr.1000056;Cambridge University Press (CUP);jour.1038521;Animal
Closed;pub.1054944506;2017;pblshr.1000056;Cambridge University Press (CUP);jour.1038521;Animal
Closed;pub.1055019909;2015;pblshr.1000316;American Chemical Society (ACS);jour.1345331;Analytical Chemistry
Closed;pub.1055077930;2016;pblshr.1000316;American Chemical Society (ACS);jour.1010127;Accounts of Chemical Research
Closed;pub.1055078034;2016;pblshr.1000316;American Chemical Society (ACS);jour.1010127;Accounts of Chemical Research
Closed;pub.1055079145;2016;pblshr.1000316;American Chemical Society (ACS);jour.1345331;Analytical Chemistry
Closed;pub.1055080938;2015;pblshr.1000316;American Chemical Society (ACS);jour.1017075;Biochemistry
Closed;pub.1055082631;2015;pblshr.1000316;American Chemical Society (ACS);jour.1021543;Biomacromolecules
Closed;pub.1055083339;2015;pblshr.1000316;American Chemical Society (ACS);jour.1036189;Crystal Growth & Design
Closed;pub.1055085728;2015;pblshr.1000316;American Chemical Society (ACS);jour.1026246;Energy & Fuels
Closed;pub.1055092370;2015;pblshr.1000316;American Chemical Society (ACS);jour.1358263;Inorganic Chemistry
Grün;pub.1055092515;2015;pblshr.1000316;American Chemical Society (ACS);jour.1358263;Inorganic Chemistry
Closed;pub.1055092616;2015;pblshr.1000316;American Chemical Society (ACS);jour.1358263;Inorganic Chemistry
Closed;pub.1055092660;2015;pblshr.1000316;American Chemical Society (ACS);jour.1358263;Inorganic Chemistry
Closed;pub.1055092854;2015;pblshr.1000316;American Chemical Society (ACS);jour.1358263;Inorganic Chemistry
Closed;pub.1055093100;2016;pblshr.1000316;American Chemical Society (ACS);jour.1358263;Inorganic Chemistry
Closed;pub.1055093112;2016;pblshr.1000316;American Chemical Society (ACS);jour.1358263;Inorganic Chemistry
Closed;pub.1055093125;2015;pblshr.1000316;American Chemical Society (ACS);jour.1358263;Inorganic Chemistry
Closed;pub.1055093464;2016;pblshr.1000316;American Chemical Society (ACS);jour.1358263;Inorganic Chemistry
Closed;pub.1055093474;2016;pblshr.1000316;American Chemical Society (ACS);jour.1358263;Inorganic Chemistry
Closed;pub.1055093573;2016;pblshr.1000316;American Chemical Society (ACS);jour.1358263;Inorganic Chemistry
Closed;pub.1055093641;2016;pblshr.1000316;American Chemical Society (ACS);jour.1358263;Inorganic Chemistry
Grün;pub.1055093649;2016;pblshr.1000316;American Chemical Society (ACS);jour.1358263;Inorganic Chemistry
Closed;pub.1055093676;2016;pblshr.1000316;American Chemical Society (ACS);jour.1358263;Inorganic Chemistry
Closed;pub.1055093715;2016;pblshr.1000316;American Chemical Society (ACS);jour.1358263;Inorganic Chemistry
Closed;pub.1055094202;2016;pblshr.1000316;American Chemical Society (ACS);jour.1358263;Inorganic Chemistry
Closed;pub.1055094208;2016;pblshr.1000316;American Chemical Society (ACS);jour.1358263;Inorganic Chemistry
Bronze;pub.1055094486;2016;pblshr.1000316;American Chemical Society (ACS);jour.1358263;Inorganic Chemistry
Closed;pub.1055094589;2017;pblshr.1000316;American Chemical Society (ACS);jour.1358263;Inorganic Chemistry
Closed;pub.1055095130;2015;pblshr.1000316;American Chemical Society (ACS);jour.1017681;Journal of Agricultural and Food Chemistry
Closed;pub.1055096490;2018;pblshr.1000316;American Chemical Society (ACS);jour.1017681;Journal of Agricultural and Food Chemistry
Closed;pub.1055103594;2017;pblshr.1000316;American Chemical Society (ACS);jour.1077200;The Journal of Organic Chemistry
Closed;pub.1055103907;2015;pblshr.1000316;American Chemical Society (ACS);jour.1312251;The Journal of Physical Chemistry A
Closed;pub.1055104166;2015;pblshr.1000316;American Chemical Society (ACS);jour.1312251;The Journal of Physical Chemistry A
Closed;pub.1055104193;2015;pblshr.1000316;American Chemical Society (ACS);jour.1312251;The Journal of Physical Chemistry A
Closed;pub.1055104455;2015;pblshr.1000316;American Chemical Society (ACS);jour.1312251;The Journal of Physical Chemistry A
Closed;pub.1055104636;2016;pblshr.1000316;American Chemical Society (ACS);jour.1312251;The Journal of Physical Chemistry A
Closed;pub.1055104939;2016;pblshr.1000316;American Chemical Society (ACS);jour.1312251;The Journal of Physical Chemistry A
Closed;pub.1055106367;2015;pblshr.1000316;American Chemical Society (ACS);jour.1031548;The Journal of Physical Chemistry B
Closed;pub.1055107355;2016;pblshr.1000316;American Chemical Society (ACS);jour.1031548;The Journal of Physical Chemistry B
Grün;pub.1055107655;2016;pblshr.1000316;American Chemical Society (ACS);jour.1031548;The Journal of Physical Chemistry B
Closed;pub.1055107898;2016;pblshr.1000316;American Chemical Society (ACS);jour.1031548;The Journal of Physical Chemistry B
Grün;pub.1055108029;2015;pblshr.1000316;American Chemical Society (ACS);jour.1038386;The Journal of Physical Chemistry C
Closed;pub.1055108076;2015;pblshr.1000316;American Chemical Society (ACS);jour.1038386;The Journal of Physical Chemistry C
Closed;pub.1055112750;2016;pblshr.1000316;American Chemical Society (ACS);jour.1038386;The Journal of Physical Chemistry C
Bronze;pub.1055113150;2016;pblshr.1000316;American Chemical Society (ACS);jour.1038386;The Journal of Physical Chemistry C
Closed;pub.1055113676;2015;pblshr.1000316;American Chemical Society (ACS);jour.1043112;The Journal of Physical Chemistry Letters
Grün;pub.1055114136;2015;pblshr.1000316;American Chemical Society (ACS);jour.1043112;The Journal of Physical Chemistry Letters
Grün;pub.1055114142;2015;pblshr.1000316;American Chemical Society (ACS);jour.1043112;The Journal of Physical Chemistry Letters
Closed;pub.1055114152;2016;pblshr.1000316;American Chemical Society (ACS);jour.1043112;The Journal of Physical Chemistry Letters
Closed;pub.1055114295;2016;pblshr.1000316;American Chemical Society (ACS);jour.1043112;The Journal of Physical Chemistry Letters
Closed;pub.1055114338;2016;pblshr.1000316;American Chemical Society (ACS);jour.1043112;The Journal of Physical Chemistry Letters
Grün;pub.1055114588;2016;pblshr.1000316;American Chemical Society (ACS);jour.1043112;The Journal of Physical Chemistry Letters
Closed;pub.1055116420;2015;pblshr.1000316;American Chemical Society (ACS);jour.1126508;Langmuir
Closed;pub.1055116740;2016;pblshr.1000316;American Chemical Society (ACS);jour.1126508;Langmuir
Closed;pub.1055116796;2016;pblshr.1000316;American Chemical Society (ACS);jour.1126508;Langmuir
Closed;pub.1055117773;2016;pblshr.1000316;American Chemical Society (ACS);jour.1126508;Langmuir
Closed;pub.1055118132;2017;pblshr.1000316;American Chemical Society (ACS);jour.1126508;Langmuir
Grün;pub.1055118152;2017;pblshr.1000316;American Chemical Society (ACS);jour.1126508;Langmuir
Closed;pub.1055118589;2015;pblshr.1000316;American Chemical Society (ACS);jour.1016709;Macromolecules
Closed;pub.1055118673;2015;pblshr.1000316;American Chemical Society (ACS);jour.1016709;Macromolecules
Closed;pub.1055118713;2015;pblshr.1000316;American Chemical Society (ACS);jour.1016709;Macromolecules
Closed;pub.1055118775;2015;pblshr.1000316;American Chemical Society (ACS);jour.1016709;Macromolecules
Closed;pub.1055118870;2015;pblshr.1000316;American Chemical Society (ACS);jour.1016709;Macromolecules
Closed;pub.1055119019;2016;pblshr.1000316;American Chemical Society (ACS);jour.1016709;Macromolecules
Closed;pub.1055119125;2016;pblshr.1000316;American Chemical Society (ACS);jour.1016709;Macromolecules
Closed;pub.1055119324;2016;pblshr.1000316;American Chemical Society (ACS);jour.1016709;Macromolecules
Closed;pub.1055119339;2016;pblshr.1000316;American Chemical Society (ACS);jour.1016709;Macromolecules
Closed;pub.1055119344;2016;pblshr.1000316;American Chemical Society (ACS);jour.1016709;Macromolecules
Closed;pub.1055119399;2016;pblshr.1000316;American Chemical Society (ACS);jour.1016709;Macromolecules
Closed;pub.1055119495;2016;pblshr.1000316;American Chemical Society (ACS);jour.1016709;Macromolecules
Closed;pub.1055119737;2016;pblshr.1000316;American Chemical Society (ACS);jour.1016709;Macromolecules
Closed;pub.1055119739;2016;pblshr.1000316;American Chemical Society (ACS);jour.1016709;Macromolecules
Closed;pub.1055120722;2015;pblshr.1000316;American Chemical Society (ACS);jour.1028316;Nano Letters
Closed;pub.1055120815;2015;pblshr.1000316;American Chemical Society (ACS);jour.1028316;Nano Letters
Closed;pub.1055121367;2016;pblshr.1000316;American Chemical Society (ACS);jour.1028316;Nano Letters
Closed;pub.1055121379;2016;pblshr.1000316;American Chemical Society (ACS);jour.1028316;Nano Letters
Closed;pub.1055121494;2016;pblshr.1000316;American Chemical Society (ACS);jour.1028316;Nano Letters
Closed;pub.1055121660;2016;pblshr.1000316;American Chemical Society (ACS);jour.1028316;Nano Letters
Grün;pub.1055121682;2016;pblshr.1000316;American Chemical Society (ACS);jour.1028316;Nano Letters
Closed;pub.1055122502;2015;pblshr.1000316;American Chemical Society (ACS);jour.1125125;Organometallics
Closed;pub.1055123298;2016;pblshr.1000316;American Chemical Society (ACS);jour.1125125;Organometallics
Closed;pub.1055123810;2015;pblshr.1000316;American Chemical Society (ACS);jour.1021332;Organic Letters
Closed;pub.1055125209;2016;pblshr.1000316;American Chemical Society (ACS);jour.1021332;Organic Letters
Closed;pub.1055128504;2016;pblshr.1000316;American Chemical Society (ACS);jour.1041450;ACS Applied Materials & Interfaces
Closed;pub.1055129614;2016;pblshr.1000316;American Chemical Society (ACS);jour.1041450;ACS Applied Materials & Interfaces
Closed;pub.1055133403;2015;pblshr.1000316;American Chemical Society (ACS);jour.1045236;ACS Catalysis
Closed;pub.1055133529;2015;pblshr.1000316;American Chemical Society (ACS);jour.1045236;ACS Catalysis
Closed;pub.1055133882;2015;pblshr.1000316;American Chemical Society (ACS);jour.1045236;ACS Catalysis
Closed;pub.1055133945;2016;pblshr.1000316;American Chemical Society (ACS);jour.1045236;ACS Catalysis
Closed;pub.1055134005;2016;pblshr.1000316;American Chemical Society (ACS);jour.1045236;ACS Catalysis
Closed;pub.1055134182;2016;pblshr.1000316;American Chemical Society (ACS);jour.1045236;ACS Catalysis
Closed;pub.1055134269;2016;pblshr.1000316;American Chemical Society (ACS);jour.1045236;ACS Catalysis
Closed;pub.1055134303;2016;pblshr.1000316;American Chemical Society (ACS);jour.1045236;ACS Catalysis
Closed;pub.1055134811;2017;pblshr.1000316;American Chemical Society (ACS);jour.1045236;ACS Catalysis
Closed;pub.1055134969;2015;pblshr.1000316;American Chemical Society (ACS);jour.1037414;ACS Chemical Biology
Closed;pub.1055136347;2016;pblshr.1000316;American Chemical Society (ACS);jour.1046074;ACS Macro Letters
Grün;pub.1055137151;2015;pblshr.1000316;American Chemical Society (ACS);jour.1038917;ACS Nano
Closed;pub.1055137273;2015;pblshr.1000316;American Chemical Society (ACS);jour.1038917;ACS Nano
Grün;pub.1055137377;2015;pblshr.1000316;American Chemical Society (ACS);jour.1038917;ACS Nano
Grün;pub.1055137686;2016;pblshr.1000316;American Chemical Society (ACS);jour.1038917;ACS Nano
Grün;pub.1055138173;2016;pblshr.1000316;American Chemical Society (ACS);jour.1038917;ACS Nano
Closed;pub.1055147099;2015;pblshr.1000316;American Chemical Society (ACS);jour.1041450;ACS Applied Materials & Interfaces
Closed;pub.1055147198;2015;pblshr.1000316;American Chemical Society (ACS);jour.1041450;ACS Applied Materials & Interfaces
Closed;pub.1055581364;2015;pblshr.1000316;American Chemical Society (ACS);jour.1358263;Inorganic Chemistry
Grün;pub.1055856977;2015;pblshr.1000316;American Chemical Society (ACS);jour.1081898;Journal of the American Chemical Society
Closed;pub.1055857073;2015;pblshr.1000316;American Chemical Society (ACS);jour.1081898;Journal of the American Chemical Society
Closed;pub.1055857189;2015;pblshr.1000316;American Chemical Society (ACS);jour.1081898;Journal of the American Chemical Society
Closed;pub.1055857263;2015;pblshr.1000316;American Chemical Society (ACS);jour.1081898;Journal of the American Chemical Society
Closed;pub.1055873803;2015;pblshr.1000316;American Chemical Society (ACS);jour.1081898;Journal of the American Chemical Society
Closed;pub.1055873918;2015;pblshr.1000316;American Chemical Society (ACS);jour.1081898;Journal of the American Chemical Society
Closed;pub.1055874013;2015;pblshr.1000316;American Chemical Society (ACS);jour.1081898;Journal of the American Chemical Society
Closed;pub.1055874737;2016;pblshr.1000316;American Chemical Society (ACS);jour.1081898;Journal of the American Chemical Society
Closed;pub.1055875135;2016;pblshr.1000316;American Chemical Society (ACS);jour.1081898;Journal of the American Chemical Society
Closed;pub.1055875153;2016;pblshr.1000316;American Chemical Society (ACS);jour.1081898;Journal of the American Chemical Society
Grün;pub.1055875454;2016;pblshr.1000316;American Chemical Society (ACS);jour.1081898;Journal of the American Chemical Society
Grün;pub.1055875614;2016;pblshr.1000316;American Chemical Society (ACS);jour.1081898;Journal of the American Chemical Society
Closed;pub.1055876074;2016;pblshr.1000316;American Chemical Society (ACS);jour.1081898;Journal of the American Chemical Society
Grün;pub.1055876202;2016;pblshr.1000316;American Chemical Society (ACS);jour.1081898;Journal of the American Chemical Society
Grün;pub.1055876296;2017;pblshr.1000316;American Chemical Society (ACS);jour.1081898;Journal of the American Chemical Society
Closed;pub.1055884377;2015;pblshr.1000316;American Chemical Society (ACS);jour.1062233;Journal of Chemical & Engineering Data
Closed;pub.1056103024;2015;pblshr.1000316;American Chemical Society (ACS);jour.1312251;The Journal of Physical Chemistry A
Closed;pub.1056103533;2015;pblshr.1000316;American Chemical Society (ACS);jour.1312251;The Journal of Physical Chemistry A
Closed;pub.1056103545;2015;pblshr.1000316;American Chemical Society (ACS);jour.1312251;The Journal of Physical Chemistry A
Closed;pub.1056103613;2015;pblshr.1000316;American Chemical Society (ACS);jour.1312251;The Journal of Physical Chemistry A
Closed;pub.1056104353;2015;pblshr.1000316;American Chemical Society (ACS);jour.1038386;The Journal of Physical Chemistry C
Closed;pub.1056104811;2015;pblshr.1000316;American Chemical Society (ACS);jour.1031548;The Journal of Physical Chemistry B
Closed;pub.1056199080;2015;pblshr.1000316;American Chemical Society (ACS);jour.1016709;Macromolecules
Closed;pub.1056213842;2015;pblshr.1000316;American Chemical Society (ACS);jour.1033103;Molecular Pharmaceutics
Grün;pub.1056344583;2015;pblshr.1000101;Hogrefe Publishing Group;jour.1111963;European Journal of Psychological Assessment
Closed;pub.1056347365;2015;pblshr.1000101;Hogrefe Publishing Group;jour.1297333;Social Psychology
Grün;pub.1056922424;2015;pblshr.1000250;EDP Sciences;jour.1026093;Astronomy and Astrophysics
Grün;pub.1056922461;2015;pblshr.1000250;EDP Sciences;jour.1026093;Astronomy and Astrophysics
Grün;pub.1056923060;2015;pblshr.1000250;EDP Sciences;jour.1026093;Astronomy and Astrophysics
Grün;pub.1056923158;2016;pblshr.1000250;EDP Sciences;jour.1026093;Astronomy and Astrophysics
Grün;pub.1056923170;2015;pblshr.1000250;EDP Sciences;jour.1026093;Astronomy and Astrophysics
Grün;pub.1056923198;2015;pblshr.1000250;EDP Sciences;jour.1026093;Astronomy and Astrophysics
Grün;pub.1056923209;2015;pblshr.1000250;EDP Sciences;jour.1026093;Astronomy and Astrophysics
Grün;pub.1056923345;2016;pblshr.1000250;EDP Sciences;jour.1026093;Astronomy and Astrophysics
Grün;pub.1056923389;2015;pblshr.1000250;EDP Sciences;jour.1026093;Astronomy and Astrophysics
Grün;pub.1056923413;2015;pblshr.1000250;EDP Sciences;jour.1026093;Astronomy and Astrophysics
Grün;pub.1056923530;2015;pblshr.1000250;EDP Sciences;jour.1026093;Astronomy and Astrophysics
Grün;pub.1056923537;2015;pblshr.1000250;EDP Sciences;jour.1026093;Astronomy and Astrophysics
Grün;pub.1056923551;2015;pblshr.1000250;EDP Sciences;jour.1026093;Astronomy and Astrophysics
Grün;pub.1056923628;2016;pblshr.1000250;EDP Sciences;jour.1026093;Astronomy and Astrophysics
Grün;pub.1056923864;2015;pblshr.1000250;EDP Sciences;jour.1026093;Astronomy and Astrophysics
Grün;pub.1056923867;2015;pblshr.1000250;EDP Sciences;jour.1026093;Astronomy and Astrophysics
Grün;pub.1056923876;2016;pblshr.1000250;EDP Sciences;jour.1026093;Astronomy and Astrophysics
Grün;pub.1056923968;2016;pblshr.1000250;EDP Sciences;jour.1026093;Astronomy and Astrophysics
Grün;pub.1056924013;2016;pblshr.1000250;EDP Sciences;jour.1026093;Astronomy and Astrophysics
Grün;pub.1056924119;2016;pblshr.1000250;EDP Sciences;jour.1026093;Astronomy and Astrophysics
Grün;pub.1056924210;2016;pblshr.1000250;EDP Sciences;jour.1026093;Astronomy and Astrophysics
Grün;pub.1056924325;2016;pblshr.1000250;EDP Sciences;jour.1026093;Astronomy and Astrophysics
Grün;pub.1056924529;2016;pblshr.1000250;EDP Sciences;jour.1026093;Astronomy and Astrophysics
Grün;pub.1056924760;2017;pblshr.1000250;EDP Sciences;jour.1026093;Astronomy and Astrophysics
Grün;pub.1056924859;2016;pblshr.1000250;EDP Sciences;jour.1026093;Astronomy and Astrophysics
Grün;pub.1056925782;2017;pblshr.1000250;EDP Sciences;jour.1026093;Astronomy and Astrophysics
Gold;pub.1056964648;2015;pblshr.1000250;EDP Sciences;jour.1136993;EPJ Web of Conferences
Gold;pub.1056964735;2015;pblshr.1000250;EDP Sciences;jour.1136993;EPJ Web of Conferences
Gold;pub.1057051667;2016;pblshr.1000250;EDP Sciences;jour.1017918;Parasite
Grün;pub.1057321053;2015;pblshr.1000194;Thieme;jour.1137185;Diabetologie und Stoffwechsel
Closed;pub.1057322786;2015;pblshr.1000194;Thieme;jour.1019894;Aktuelle Neurologie
Grün;pub.1057329920;2015;pblshr.1000194;Thieme;jour.1017122;Geburtshilfe und Frauenheilkunde
Closed;pub.1057330310;2015;pblshr.1000194;Thieme;jour.1055313;Informationen aus Orthodontie & Kieferorthopädie
Closed;pub.1057335268;2015;pblshr.1000194;Thieme;jour.1046652;Journal of Neurological Surgery Part A Central European Neurosurgery
Closed;pub.1057339432;2015;pblshr.1000194;Thieme;jour.1137185;Diabetologie und Stoffwechsel
Closed;pub.1057348589;2016;pblshr.1000194;Thieme;jour.1113238;Physikalische Medizin, Rehabilitationsmedizin, Kurortmedizin
Closed;pub.1057368744;2016;pblshr.1000194;Thieme;jour.1006767;Planta Medica
Closed;pub.1057368792;2016;pblshr.1000194;Thieme;jour.1006767;Planta Medica
Closed;pub.1057369097;2016;pblshr.1000194;Thieme;jour.1006767;Planta Medica
Closed;pub.1057369098;2016;pblshr.1000194;Thieme;jour.1006767;Planta Medica
Closed;pub.1057374331;2016;pblshr.1000194;Thieme;jour.1014418;Klinische Neurophysiologie
Closed;pub.1057377032;2016;pblshr.1000194;Thieme;jour.1015391;Klinische Pädiatrie
Closed;pub.1057378479;2016;pblshr.1000194;Thieme;jour.1006767;Planta Medica
Closed;pub.1057378624;2016;pblshr.1000194;Thieme;jour.1019894;Aktuelle Neurologie
Closed;pub.1057381472;2016;pblshr.1000194;Thieme;jour.1137185;Diabetologie und Stoffwechsel
Closed;pub.1057382136;2019;pblshr.1000194;Thieme;jour.1007820;Das Gesundheitswesen
Grün;pub.1058092819;2015;pblshr.1000317;AIP Publishing;jour.1017736;The Journal of Chemical Physics
Closed;pub.1058094421;2015;pblshr.1000317;AIP Publishing;jour.1017736;The Journal of Chemical Physics
Closed;pub.1058095523;2015;pblshr.1000317;AIP Publishing;jour.1017736;The Journal of Chemical Physics
Grün;pub.1058095833;2015;pblshr.1000317;AIP Publishing;jour.1017736;The Journal of Chemical Physics
Grün;pub.1058096236;2015;pblshr.1000317;AIP Publishing;jour.1018818;Review of Scientific Instruments
Closed;pub.1058096566;2015;pblshr.1000317;AIP Publishing;jour.1017736;The Journal of Chemical Physics
Bronze;pub.1058096804;2015;pblshr.1000317;AIP Publishing;jour.1017736;The Journal of Chemical Physics
Grün;pub.1058096966;2015;pblshr.1000317;AIP Publishing;jour.1017736;The Journal of Chemical Physics
Closed;pub.1058098061;2015;pblshr.1000317;AIP Publishing;jour.1125016;Applied Physics Letters
Gold;pub.1058098315;2016;pblshr.1000317;AIP Publishing;jour.1052013;Structural Dynamics
Closed;pub.1058099175;2017;pblshr.1000317;AIP Publishing;jour.1017736;The Journal of Chemical Physics
Grün;pub.1058213708;2016;pblshr.1000028;American Society for Biochemistry & Molecular Biology (ASBMB);jour.1077138;Journal of Biological Chemistry
Grün;pub.1058215048;2016;pblshr.1000028;American Society for Biochemistry & Molecular Biology (ASBMB);jour.1077138;Journal of Biological Chemistry
Grün;pub.1058215127;2016;pblshr.1000028;American Society for Biochemistry & Molecular Biology (ASBMB);jour.1077138;Journal of Biological Chemistry
Grün;pub.1058215238;2016;pblshr.1000028;American Society for Biochemistry & Molecular Biology (ASBMB);jour.1077138;Journal of Biological Chemistry
Closed;pub.1058245131;2016;pblshr.1001757;John Benjamins Publishing Company;jour.1048011;Scientific Study of Literature
Bronze;pub.1058271159;2016;pblshr.1000301;Taylor & Francis;jour.1045310;Ferroelectrics
Grün;pub.1058306546;2016;pblshr.1000301;Taylor & Francis;jour.1009619;Journal of the American Statistical Association
Closed;pub.1058306644;2016;pblshr.1000301;Taylor & Francis;jour.1009619;Journal of the American Statistical Association
Closed;pub.1058306647;2016;pblshr.1000301;Taylor & Francis;jour.1009619;Journal of the American Statistical Association
Closed;pub.1058394925;2017;pblshr.1000301;Taylor & Francis;jour.1143201;Journal of Ecotourism
Closed;pub.1058397727;2017;pblshr.1000301;Taylor & Francis;jour.1032453;Expert Review of Anti-infective Therapy
Grün;pub.1058398836;2017;pblshr.1000301;Taylor & Francis;jour.1140526;Journal of Environmental Policy & Planning
Grün;pub.1058401747;2015;pblshr.1000301;Taylor & Francis;jour.1030543;Cell Cycle
Grün;pub.1058401853;2015;pblshr.1000301;Taylor & Francis;jour.1030543;Cell Cycle
Closed;pub.1058402570;2017;pblshr.1000301;Taylor & Francis;jour.1327815;Emerging Markets Finance and Trade
Grün;pub.1058403077;2016;pblshr.1000301;Taylor & Francis;jour.1034704;RNA Biology
Grün;pub.1058403171;2017;pblshr.1000301;Taylor & Francis;jour.1034704;RNA Biology
Hybrid;pub.1058406632;2016;pblshr.1000301;Taylor & Francis;jour.1036458;Autophagy
Grün;pub.1058420855;2016;pblshr.1000301;Taylor & Francis;jour.1047385;Worm
Grün;pub.1059063653;2016;pblshr.1000266;IOP Publishing;jour.1032808;Inverse Problems
Grün;pub.1059114274;2016;pblshr.1000266;IOP Publishing;jour.1031859;Journal of Physics Condensed Matter
Closed;pub.1059117535;2016;pblshr.1000266;IOP Publishing;jour.1035078;Nanotechnology
Gold;pub.1059136573;2015;pblshr.1000266;IOP Publishing;jour.1038948;New Journal of Physics
Gold;pub.1059136625;2015;pblshr.1000266;IOP Publishing;jour.1038948;New Journal of Physics
Gold;pub.1059136708;2015;pblshr.1000266;IOP Publishing;jour.1038948;New Journal of Physics
Gold;pub.1059136786;2015;pblshr.1000266;IOP Publishing;jour.1038948;New Journal of Physics
Gold;pub.1059136894;2015;pblshr.1000266;IOP Publishing;jour.1038948;New Journal of Physics
Gold;pub.1059136919;2015;pblshr.1000266;IOP Publishing;jour.1038948;New Journal of Physics
Gold;pub.1059136960;2015;pblshr.1000266;IOP Publishing;jour.1038948;New Journal of Physics
Gold;pub.1059137018;2015;pblshr.1000266;IOP Publishing;jour.1038948;New Journal of Physics
Gold;pub.1059137103;2016;pblshr.1000266;IOP Publishing;jour.1038948;New Journal of Physics
Gold;pub.1059137147;2016;pblshr.1000266;IOP Publishing;jour.1038948;New Journal of Physics
Gold;pub.1059137328;2016;pblshr.1000266;IOP Publishing;jour.1038948;New Journal of Physics
Gold;pub.1059137439;2016;pblshr.1000266;IOP Publishing;jour.1038948;New Journal of Physics
Gold;pub.1059137570;2016;pblshr.1000266;IOP Publishing;jour.1038948;New Journal of Physics
Gold;pub.1059137688;2016;pblshr.1000266;IOP Publishing;jour.1038948;New Journal of Physics
Gold;pub.1059137704;2016;pblshr.1000266;IOP Publishing;jour.1038948;New Journal of Physics
Hybrid;pub.1059142546;2015;pblshr.1000266;IOP Publishing;jour.1137109;Journal of Cosmology and Astroparticle Physics
Hybrid;pub.1059142570;2015;pblshr.1000266;IOP Publishing;jour.1137109;Journal of Cosmology and Astroparticle Physics
Hybrid;pub.1059142915;2016;pblshr.1000266;IOP Publishing;jour.1137109;Journal of Cosmology and Astroparticle Physics
Hybrid;pub.1059143025;2016;pblshr.1000266;IOP Publishing;jour.1137109;Journal of Cosmology and Astroparticle Physics
Hybrid;pub.1059143315;2016;pblshr.1000266;IOP Publishing;jour.1137109;Journal of Cosmology and Astroparticle Physics
Hybrid;pub.1059143441;2016;pblshr.1000266;IOP Publishing;jour.1137109;Journal of Cosmology and Astroparticle Physics
Gold;pub.1059165083;2015;pblshr.1000266;IOP Publishing;jour.1043366;Journal of Physics Conference Series
Gold;pub.1059167428;2016;pblshr.1000266;IOP Publishing;jour.1043366;Journal of Physics Conference Series
Gold;pub.1059169105;2016;pblshr.1000266;IOP Publishing;jour.1043366;Journal of Physics Conference Series
Gold;pub.1059169716;2016;pblshr.1000266;IOP Publishing;jour.1043366;Journal of Physics Conference Series
Hybrid;pub.1059170426;2015;pblshr.1000266;IOP Publishing;jour.1046258;Journal of Instrumentation
Hybrid;pub.1059171230;2016;pblshr.1000266;IOP Publishing;jour.1046258;Journal of Instrumentation
