oaColorName;publicationId;year;publisherId;publisherName;journalId;journalTitle
Gold;pub.1000566779;2016;pblshr.1000317;AIP Publishing;jour.1045519;AIP Advances
Hybrid;pub.1000737792;2015;pblshr.1002482;The Korean Academy of Prosthodontics (KAMJE);jour.1042671;The Journal of Advanced Prosthodontics
Closed;pub.1000830590;2016;pblshr.1000316;American Chemical Society (ACS);jour.1029963;Journal of Proteome Research
Gold;pub.1000900255;2016;pblshr.1000297;Springer Nature;jour.1031326;Health and Quality of Life Outcomes
Closed;pub.1000971197;2015;pblshr.1000239;BMJ;jour.1017953;Journal of Clinical Pathology
Gold;pub.1000992393;2015;pblshr.1001965;Frontiers;jour.1044398;Frontiers in Neurology
Grün;pub.1001017871;2017;pblshr.1000311;Wiley;jour.1042233;Wiley Interdisciplinary Reviews Systems Biology and Medicine
Closed;pub.1001050522;2015;pblshr.1000078;Elsevier;jour.1017110;Experimental Neurology
Bronze;pub.1001072309;2016;pblshr.1000179;SAGE Publications;jour.1096731;Journal of Biological Rhythms
Gold;pub.1001327148;2015;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Hybrid;pub.1001353354;2016;pblshr.1000297;Springer Nature;jour.1313667;European Biophysics Journal
Closed;pub.1001469870;2015;pblshr.1000297;Springer Nature;jour.1101518;Journal of Biomolecular NMR
Bronze;pub.1001480525;2015;pblshr.1000286;Oxford University Press (OUP);jour.1077199;Journal of Neuropathology & Experimental Neurology
Gold;pub.1001518629;2016;pblshr.1001965;Frontiers;jour.1040224;Frontiers in Cellular Neuroscience
Closed;pub.1001546737;2015;pblshr.1000292;Royal Society of Chemistry (RSC);jour.1031384;Organic & Biomolecular Chemistry
Closed;pub.1001616992;2016;pblshr.1000078;Elsevier;jour.1092331;Neuropeptides
Closed;pub.1001665818;2015;pblshr.1000311;Wiley;jour.1093009;Electrophoresis
Closed;pub.1001700991;2017;pblshr.1000297;Springer Nature;jour.1016707;Infection
Closed;pub.1001735781;2017;pblshr.1000301;Taylor & Francis;jour.1295018;Clinical Toxicology
Grün;pub.1001791673;2017;pblshr.1000297;Springer Nature;jour.1319730;European Journal of Applied Physiology
Gold;pub.1001831680;2016;pblshr.1001965;Frontiers;jour.1040221;Frontiers in Molecular Neuroscience
Bronze;pub.1001937491;2016;pblshr.1000297;Springer Nature;jour.1358693;Analytical and Bioanalytical Chemistry
Hybrid;pub.1001974502;2016;pblshr.1000297;Springer Nature;jour.1107753;Cell Research
Gold;pub.1002019362;2016;pblshr.1000297;Springer Nature;jour.1024946;BMC Infectious Diseases
Gold;pub.1002051432;2015;pblshr.1000297;Springer Nature;jour.1047317;BMC Pharmacology and Toxicology
Closed;pub.1002182463;2015;pblshr.1000078;Elsevier;jour.1117951;Sleep Medicine Reviews
Hybrid;pub.1002287579;2016;pblshr.1000286;Oxford University Press (OUP);jour.1017305;Brain
Closed;pub.1002384605;2015;pblshr.1000078;Elsevier;jour.1345398;Clinical Neurophysiology
Closed;pub.1002385836;2017;pblshr.1000297;Springer Nature;jour.1116831;Clinical Oral Investigations
Hybrid;pub.1002403917;2017;pblshr.1000311;Wiley;jour.1017374;Biometrical Journal
Closed;pub.1002408270;2017;pblshr.1000297;Springer Nature;jour.1312227;Journal of Neural Transmission
Grün;pub.1002433691;2016;pblshr.1000311;Wiley;jour.1017374;Biometrical Journal
Closed;pub.1002487270;2017;pblshr.1000078;Elsevier;jour.1096382;Journal of Controlled Release
Closed;pub.1002563119;2017;pblshr.1000078;Elsevier;jour.1023462;Computational Statistics & Data Analysis
Grün;pub.1002594407;2015;pblshr.1000078;Elsevier;jour.1014308;Journal of Molecular and Cellular Cardiology
Gold;pub.1002673676;2015;pblshr.1000311;Wiley;jour.1044694;Journal of Cachexia, Sarcopenia and Muscle
Closed;pub.1002680085;2017;pblshr.1000078;Elsevier;jour.1113451;Journal of Cardiac Failure
Closed;pub.1002687766;2016;pblshr.1000311;Wiley;jour.1014810;Clinical & Experimental Allergy
Grün;pub.1002815687;2016;pblshr.1000078;Elsevier;jour.1313661;International Journal of Cardiology
Closed;pub.1002837415;2016;pblshr.1000078;Elsevier;jour.1008270;Archives of Oral Biology
Closed;pub.1002910250;2016;pblshr.1000297;Springer Nature;jour.1297401;European Journal of Nuclear Medicine and Molecular Imaging
Gold;pub.1002960074;2015;pblshr.1000297;Springer Nature;jour.1048594;Acta Neuropathologica Communications
Gold;pub.1002990779;2015;pblshr.1001968;MDPI;jour.1047694;Biomolecules
Gold;pub.1003001420;2016;pblshr.1001965;Frontiers;jour.1043096;Frontiers in Aging Neuroscience
Grün;pub.1003060895;2016;pblshr.1000297;Springer Nature;jour.1118362;Nature Neuroscience
Bronze;pub.1003102734;2016;pblshr.1000297;Springer Nature;jour.1005222;Pflügers Archiv - European Journal of Physiology
Gold;pub.1003128558;2016;pblshr.1000297;Springer Nature;jour.1024940;BMC Medical Research Methodology
Hybrid;pub.1003365659;2016;pblshr.1000291;Rockefeller University Press;jour.1017735;The Journal of Cell Biology
Closed;pub.1003369355;2017;pblshr.1000297;Springer Nature;jour.1358261;Acta Neurochirurgica
Grün;pub.1003463411;2015;pblshr.1000297;Springer Nature;jour.1018957;Nature
Grün;pub.1003705337;2016;pblshr.1000179;SAGE Publications;jour.1092853;Cephalalgia
Gold;pub.1003776456;2016;pblshr.1000297;Springer Nature;jour.1327435;Diagnostic Pathology
Grün;pub.1003777723;2015;pblshr.1000311;Wiley;jour.1034749;American Journal of Medical Genetics Part A
Grün;pub.1003809085;2016;pblshr.1000311;Wiley;jour.1021044;European Journal of Heart Failure
Bronze;pub.1003823703;2016;pblshr.1000078;Elsevier;jour.1096258;Journal of Pain and Symptom Management
Closed;pub.1003846198;2015;pblshr.1000311;Wiley;jour.1358156;International Journal of Cancer
Hybrid;pub.1003869716;2015;pblshr.1000286;Oxford University Press (OUP);jour.1031596;Interactive Cardiovascular and Thoracic Surgery
Gold;pub.1003966546;2016;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Closed;pub.1004000541;2015;pblshr.1000297;Springer Nature;jour.1086446;World Journal of Surgery
Closed;pub.1004073007;2017;pblshr.1000311;Wiley;jour.1103375;European Journal of Cancer Care
Gold;pub.1004074949;2017;pblshr.1000297;Springer Nature;jour.1024955;BMC Pulmonary Medicine
Gold;pub.1004150309;2016;pblshr.1001968;MDPI;jour.1028874;International Journal of Molecular Sciences
Gold;pub.1004171144;2016;pblshr.1000297;Springer Nature;jour.1034919;Fluids and Barriers of the CNS
Closed;pub.1004193537;2015;pblshr.1000297;Springer Nature;jour.1094856;Clinical & Experimental Metastasis
Closed;pub.1004204279;2015;pblshr.1000078;Elsevier;jour.1089762;Journal of Affective Disorders
Grün;pub.1004234290;2015;pblshr.1007437;IOS Press;jour.1045614;Journal of Parkinson's Disease
Closed;pub.1004239925;2015;pblshr.1000078;Elsevier;jour.1297451;Clinical Lymphoma Myeloma & Leukemia
Gold;pub.1004300783;2015;pblshr.1000311;Wiley;jour.1044694;Journal of Cachexia, Sarcopenia and Muscle
Closed;pub.1004336637;2015;pblshr.1000297;Springer Nature;jour.1054450;Strahlentherapie und Onkologie
Gold;pub.1004354683;2016;pblshr.1000078;Elsevier;jour.1313661;International Journal of Cardiology
Grün;pub.1004388573;2017;pblshr.1000311;Wiley;jour.1095465;Magnetic Resonance in Medicine
Gold;pub.1004454987;2016;pblshr.1000297;Springer Nature;jour.1039457;BMC Research Notes
Gold;pub.1004504351;2015;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Bronze;pub.1004529555;2015;pblshr.1000297;Springer Nature;jour.1098208;Modern Pathology
Gold;pub.1004586929;2015;pblshr.1000297;Springer Nature;jour.1028429;BMC Medical Education
Gold;pub.1004587120;2016;pblshr.1004374;eLife;jour.1046517;eLife
Closed;pub.1004620749;2016;pblshr.1000297;Springer Nature;jour.1070586;Wiener klinische Wochenschrift
Gold;pub.1004646627;2016;pblshr.1001965;Frontiers;jour.1327448;Frontiers in Neuroscience
Closed;pub.1004710983;2015;pblshr.1000297;Springer Nature;jour.1289120;European Radiology
Closed;pub.1004718435;2016;pblshr.1000078;Elsevier;jour.1015410;Thrombosis Research
Closed;pub.1004721730;2016;pblshr.1000179;SAGE Publications;jour.1097807;Clinical Rehabilitation
Grün;pub.1004756484;2016;pblshr.1000079;EMBO;jour.1023644;EMBO Reports
Closed;pub.1004892815;2016;pblshr.1000311;Wiley;jour.1077197;Journal of Neurochemistry
Grün;pub.1004933740;2016;pblshr.1000311;Wiley;jour.1086831;Annals of Neurology
Grün;pub.1004998951;2016;pblshr.1000311;Wiley;jour.1021044;European Journal of Heart Failure
Closed;pub.1005003773;2015;pblshr.1000311;Wiley;jour.1021323;Journal of the Royal Statistical Society Series B (Statistical Methodology)
Closed;pub.1005020687;2015;pblshr.1000297;Springer Nature;jour.1031953;CardioVasc
Closed;pub.1005030074;2015;pblshr.1000297;Springer Nature;jour.1312216;Journal of Bone and Mineral Metabolism
Grün;pub.1005106186;2017;pblshr.1000297;Springer Nature;jour.1113716;Nature Medicine
Bronze;pub.1005275857;2016;pblshr.1000179;SAGE Publications;jour.1102146;Lupus
Gold;pub.1005434076;2015;pblshr.1001965;Frontiers;jour.1044455;Frontiers in Pharmacology
Closed;pub.1005459836;2016;pblshr.1000311;Wiley;jour.1013962;Clinical Genetics
Closed;pub.1005480583;2016;pblshr.1000374;De Gruyter;jour.1345371;Biomedical Engineering / Biomedizinische Technik
Closed;pub.1005546606;2016;pblshr.1000078;Elsevier;jour.1094607;International Journal of Psychophysiology
Gold;pub.1005564860;2016;pblshr.1004374;eLife;jour.1046517;eLife
Gold;pub.1005597552;2016;pblshr.1000078;Elsevier;jour.1017642;Indian Heart Journal
Grün;pub.1005599736;2016;pblshr.1000232;American Society for Clinical Investigation;jour.1297422;Journal of Clinical Investigation
Closed;pub.1005699946;2016;pblshr.1000311;Wiley;jour.1100388;Genes Chromosomes and Cancer
Hybrid;pub.1005776590;2015;pblshr.1000239;BMJ;jour.1017377;The BMJ
Bronze;pub.1005807446;2016;pblshr.1000311;Wiley;jour.1054998;European Journal of Immunology
Gold;pub.1005841544;2016;pblshr.1000098;Hindawi;jour.1043818;Stem Cells International
Closed;pub.1005899193;2017;pblshr.1000297;Springer Nature;jour.1059014;Der Chirurg
Closed;pub.1005903306;2016;pblshr.1000297;Springer Nature;jour.1070586;Wiener klinische Wochenschrift
Closed;pub.1005916794;2015;pblshr.1000311;Wiley;jour.1101270;Pediatric Allergy and Immunology
Gold;pub.1005985074;2015;pblshr.1000297;Springer Nature;jour.1043282;Nature Communications
Closed;pub.1006054507;2015;pblshr.1000297;Springer Nature;jour.1118549;Notfall +  Rettungsmedizin
Closed;pub.1006076330;2017;pblshr.1000078;Elsevier;jour.1021970;Sleep Medicine
Closed;pub.1006159303;2017;pblshr.1000297;Springer Nature;jour.1098844;Molecular Neurobiology
Gold;pub.1006186281;2017;pblshr.1001965;Frontiers;jour.1040230;Frontiers in Human Neuroscience
Grün;pub.1006286518;2015;pblshr.1000179;SAGE Publications;jour.1092815;Journal of Cerebral Blood Flow & Metabolism
Closed;pub.1006289612;2016;pblshr.1000311;Wiley;jour.1105433;Human Brain Mapping
Bronze;pub.1006310433;2016;pblshr.1000078;Elsevier;jour.1327373;Biochimica et Biophysica Acta (BBA) - Lipids and Lipid Metabolism
Gold;pub.1006358375;2015;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Closed;pub.1006367656;2015;pblshr.1000311;Wiley;jour.1017742;Journal of Forensic Sciences
Gold;pub.1006385581;2016;pblshr.1000239;BMJ;jour.1044693;BMJ Open
Closed;pub.1006390141;2015;pblshr.1000297;Springer Nature;jour.1081548;Social Indicators Research
Closed;pub.1006446504;2016;pblshr.1000311;Wiley;jour.1016940;Acta Ophthalmologica
Closed;pub.1006488613;2016;pblshr.1000297;Springer Nature;jour.1054337;European Journal of Clinical Pharmacology
Grün;pub.1006498960;2015;pblshr.1000311;Wiley;jour.1117761;European Journal of Pain
Gold;pub.1006524232;2015;pblshr.1000374;De Gruyter;jour.1371269;Central European Journal of Medicine
Hybrid;pub.1006642724;2015;pblshr.1000078;Elsevier;jour.1015319;Kidney International
Closed;pub.1006665396;2015;pblshr.1000078;Elsevier;jour.1088956;Hearing Research
Gold;pub.1006671009;2016;pblshr.1007892;Impact Journals, LLC;jour.1043645;Oncotarget
Gold;pub.1006699911;2015;pblshr.1000311;Wiley;jour.1044694;Journal of Cachexia, Sarcopenia and Muscle
Grün;pub.1006746803;2017;pblshr.1000078;Elsevier;jour.1101321;Current Biology
Gold;pub.1006782512;2016;pblshr.1001965;Frontiers;jour.1045166;Frontiers in Immunology
Gold;pub.1006784066;2015;pblshr.1007892;Impact Journals, LLC;jour.1043645;Oncotarget
Grün;pub.1006854546;2015;pblshr.1000222;American Association for Clinical Chemistry (AACC);jour.1059210;Clinical Chemistry
Closed;pub.1006978102;2015;pblshr.1000297;Springer Nature;jour.1295005;Cellular and Molecular Life Sciences
Grün;pub.1007007616;2015;pblshr.1001856;Ferrata Storti Foundation (Haematologica);jour.1023804;Haematologica
Closed;pub.1007009273;2016;pblshr.1000297;Springer Nature;jour.1358693;Analytical and Bioanalytical Chemistry
Closed;pub.1007010486;2016;pblshr.1000078;Elsevier;jour.1016892;Progress in Neurobiology
Closed;pub.1007018625;2016;pblshr.1000311;Wiley;jour.1358156;International Journal of Cancer
Grün;pub.1007111893;2015;pblshr.1002098;MyJove Corporation;jour.1038900;Journal of Visualized Experiments
Grün;pub.1007133714;2015;pblshr.1000736;American Society of Nephrology (ASN);jour.1100708;Journal of the American Society of Nephrology
Closed;pub.1007192803;2015;pblshr.1000297;Springer Nature;jour.1104512;Knee Surgery, Sports Traumatology, Arthroscopy
Gold;pub.1007210225;2015;pblshr.1004374;eLife;jour.1046517;eLife
Closed;pub.1007219259;2015;pblshr.1000078;Elsevier;jour.1115742;Musculoskeletal Science and Practice
Grün;pub.1007223978;2015;pblshr.1000286;Oxford University Press (OUP);jour.1021359;European Heart Journal - Cardiovascular Imaging
Closed;pub.1007294541;2015;pblshr.1000078;Elsevier;jour.1105222;Gait & Posture
Closed;pub.1007318859;2017;pblshr.1000297;Springer Nature;jour.1097065;Leukemia
Grün;pub.1007367617;2015;pblshr.1000341;Proceedings of the National Academy of Sciences;jour.1082971;Proceedings of the National Academy of Sciences
Gold;pub.1007378672;2016;pblshr.1007892;Impact Journals, LLC;jour.1043645;Oncotarget
Gold;pub.1007386011;2016;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Closed;pub.1007404298;2016;pblshr.1000078;Elsevier;jour.1101614;European Psychiatry
Hybrid;pub.1007408635;2016;pblshr.1000078;Elsevier;jour.1011880;The American Journal of Cardiology
Grün;pub.1007458708;2016;pblshr.1000311;Wiley;jour.1054998;European Journal of Immunology
Gold;pub.1007485463;2015;pblshr.1000297;Springer Nature;jour.1030439;Critical Reviews in Computed Tomography
Gold;pub.1007533629;2016;pblshr.1000239;BMJ;jour.1044693;BMJ Open
Bronze;pub.1007587876;2016;pblshr.1000078;Elsevier;jour.1034467;Alzheimer's & Dementia
Grün;pub.1007609238;2015;pblshr.1000297;Springer Nature;jour.1113716;Nature Medicine
Bronze;pub.1007658736;2016;pblshr.1000078;Elsevier;jour.1358061;Journal of Investigative Dermatology
Gold;pub.1007671682;2016;pblshr.1000340;Public Library of Science (PLoS);jour.1327433;PLoS Computational Biology
Gold;pub.1007677787;2016;pblshr.1000311;Wiley;jour.1044694;Journal of Cachexia, Sarcopenia and Muscle
Bronze;pub.1007699951;2016;pblshr.1000010;American Medical Association (AMA);jour.1017256;JAMA Internal Medicine
Closed;pub.1007700644;2017;pblshr.1000297;Springer Nature;jour.1004729;European Archives of Psychiatry and Clinical Neuroscience
Closed;pub.1007783887;2016;pblshr.1000311;Wiley;jour.1021044;European Journal of Heart Failure
Bronze;pub.1007787814;2016;pblshr.1000078;Elsevier;jour.1358061;Journal of Investigative Dermatology
Closed;pub.1007808217;2015;pblshr.1000078;Elsevier;jour.1313661;International Journal of Cardiology
Hybrid;pub.1007961747;2015;pblshr.1000292;Royal Society of Chemistry (RSC);jour.1040251;Metallomics
Grün;pub.1008015505;2015;pblshr.1000341;Proceedings of the National Academy of Sciences;jour.1082971;Proceedings of the National Academy of Sciences
Grün;pub.1008047292;2015;pblshr.1000311;Wiley;jour.1312031;The Journal of Physiology
Grün;pub.1008088648;2016;pblshr.1000079;EMBO;jour.1093201;The EMBO Journal
Closed;pub.1008101432;2015;pblshr.1000311;Wiley;jour.1103130;Brain Pathology
Hybrid;pub.1008112192;2016;pblshr.1000027;Association for Research in Vision and Ophthalmology (ARVO);jour.1086359;Investigative Ophthalmology & Visual Science
Gold;pub.1008113401;2015;pblshr.1000311;Wiley;jour.1044694;Journal of Cachexia, Sarcopenia and Muscle
Gold;pub.1008143394;2016;pblshr.1000297;Springer Nature;jour.1043282;Nature Communications
Grün;pub.1008153344;2016;pblshr.1000078;Elsevier;jour.1313661;International Journal of Cardiology
Bronze;pub.1008154523;2017;pblshr.1000010;American Medical Association (AMA);jour.1017255;JAMA Neurology
Gold;pub.1008171058;2016;pblshr.1001965;Frontiers;jour.1045144;Frontiers in Genetics
Closed;pub.1008206519;2016;pblshr.1000078;Elsevier;jour.1017763;Life Sciences
Hybrid;pub.1008222815;2016;pblshr.1000078;Elsevier;jour.1019114;Cell
Bronze;pub.1008257898;2015;pblshr.1000194;Thieme;jour.1004752;Zeitschrift für Orthopädie und Unfallchirurgie
Gold;pub.1008276085;2015;pblshr.1000311;Wiley;jour.1044694;Journal of Cachexia, Sarcopenia and Muscle
Grün;pub.1008331425;2015;pblshr.1000286;Oxford University Press (OUP);jour.1091325;European Heart Journal
Closed;pub.1008399386;2015;pblshr.1000078;Elsevier;jour.1045006;Practical Radiation Oncology
Gold;pub.1008412018;2016;pblshr.1000311;Wiley;jour.1044694;Journal of Cachexia, Sarcopenia and Muscle
Grün;pub.1008442129;2017;pblshr.1000078;Elsevier;jour.1098485;Neuron
Grün;pub.1008478315;2015;pblshr.1000311;Wiley;jour.1021044;European Journal of Heart Failure
Gold;pub.1008499757;2016;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Hybrid;pub.1008502826;2015;pblshr.1000311;Wiley;jour.1038724;Molecular Oncology
Grün;pub.1008526573;2015;pblshr.1000079;EMBO;jour.1093201;The EMBO Journal
Gold;pub.1008545732;2015;pblshr.1000301;Taylor & Francis;jour.1044302;Journal of Asthma and Allergy
Closed;pub.1008561003;2017;pblshr.1000297;Springer Nature;jour.1094205;Journal of Neuro-Oncology
Grün;pub.1008626171;2016;pblshr.1000341;Proceedings of the National Academy of Sciences;jour.1082971;Proceedings of the National Academy of Sciences
Bronze;pub.1008724187;2015;pblshr.1000297;Springer Nature;jour.1102786;European Child & Adolescent Psychiatry
Closed;pub.1008751896;2015;pblshr.1000311;Wiley;jour.1021180;Clinical Implant Dentistry and Related Research
Closed;pub.1008768135;2015;pblshr.1000078;Elsevier;jour.1085033;International Journal of Radiation Oncology • Biology • Physics
Bronze;pub.1008863417;2016;pblshr.1000078;Elsevier;jour.1017078;Biophysical Journal
Closed;pub.1008890799;2015;pblshr.1000311;Wiley;jour.1093461;Statistics in Medicine
Grün;pub.1008910707;2016;pblshr.1000221;American Association for the Advancement of Science (AAAS);jour.1346339;Science
Closed;pub.1008981388;2015;pblshr.1000078;Elsevier;jour.1101545;Current Opinion in Neurobiology
Gold;pub.1009093153;2017;pblshr.1007892;Impact Journals, LLC;jour.1043645;Oncotarget
Closed;pub.1009141948;2016;pblshr.1000374;De Gruyter;jour.1032235;Statistical Applications in Genetics and Molecular Biology
Closed;pub.1009165922;2015;pblshr.1000297;Springer Nature;jour.1030361;NeuroMolecular Medicine
Closed;pub.1009169157;2016;pblshr.1000311;Wiley;jour.1077197;Journal of Neurochemistry
Gold;pub.1009171028;2015;pblshr.1001965;Frontiers;jour.1045696;Frontiers in Oncology
Gold;pub.1009206474;2015;pblshr.1000297;Springer Nature;jour.1040124;Genome Medicine
Closed;pub.1009262708;2016;pblshr.1000078;Elsevier;jour.1115742;Musculoskeletal Science and Practice
Grün;pub.1009299724;2015;pblshr.1000078;Elsevier;jour.1313661;International Journal of Cardiology
Bronze;pub.1009342513;2016;pblshr.1000010;American Medical Association (AMA);jour.1081531;JAMA
Grün;pub.1009357803;2015;pblshr.1000266;IOP Publishing;jour.1055128;Physica Scripta
Gold;pub.1009406474;2015;pblshr.1001965;Frontiers;jour.1045696;Frontiers in Oncology
Closed;pub.1009429574;2017;pblshr.1000297;Springer Nature;jour.1097267;Pediatric Nephrology
Closed;pub.1009469457;2016;pblshr.1000078;Elsevier;jour.1012129;Biological Psychiatry
Closed;pub.1009477138;2017;pblshr.1000297;Springer Nature;jour.1030361;NeuroMolecular Medicine
Closed;pub.1009499025;2015;pblshr.1000078;Elsevier;jour.1098265;Journal of Trace Elements in Medicine and Biology
Gold;pub.1009625938;2016;pblshr.1000239;BMJ;jour.1044693;BMJ Open
Gold;pub.1009691195;2015;pblshr.1002560;Faculty of 1000;jour.1047556;F1000Research
Closed;pub.1009701703;2018;pblshr.1000301;Taylor & Francis;jour.1040440;Journal of Risk Research
Closed;pub.1009723897;2016;pblshr.1000297;Springer Nature;jour.1136712;InFo Neurologie & Psychiatrie
Grün;pub.1009727811;2015;pblshr.1000286;Oxford University Press (OUP);jour.1091325;European Heart Journal
Grün;pub.1009731553;2015;pblshr.1000311;Wiley;jour.1017044;Angewandte Chemie International Edition
Bronze;pub.1009736698;2016;pblshr.1000297;Springer Nature;jour.1117236;Apoptosis
Grün;pub.1009840831;2015;pblshr.1000017;American Scientific Publishers;jour.1048352;Messenger
Hybrid;pub.1009842663;2015;pblshr.1000297;Springer Nature;jour.1056924;Brain Structure and Function
Gold;pub.1009908264;2016;pblshr.1000239;BMJ;jour.1044693;BMJ Open
Gold;pub.1009930175;2015;pblshr.1000079;EMBO;jour.1040716;EMBO Molecular Medicine
Hybrid;pub.1010264251;2015;pblshr.1001076;American Society for Cell Biology (ASCB);jour.1100326;Molecular Biology of the Cell
Closed;pub.1010278932;2016;pblshr.1000311;Wiley;jour.1021044;European Journal of Heart Failure
Closed;pub.1010305826;2016;pblshr.1000078;Elsevier;jour.1313661;International Journal of Cardiology
Grün;pub.1010326339;2017;pblshr.1000311;Wiley;jour.1115233;Addiction Biology
Bronze;pub.1010373484;2017;pblshr.1000078;Elsevier;jour.1057026;The Annals of Thoracic Surgery
Hybrid;pub.1010458917;2015;pblshr.1000329;International Union of Crystallography (IUCr);jour.1132432;Journal of Synchrotron Radiation
Grün;pub.1010535721;2016;pblshr.1000374;De Gruyter;jour.1016484;Journal of Perinatal Medicine
Closed;pub.1010691268;2015;pblshr.1000078;Elsevier;jour.1092504;European Journal of Radiology
Bronze;pub.1010754428;2016;pblshr.1000078;Elsevier;jour.1017078;Biophysical Journal
Gold;pub.1010764124;2015;pblshr.1000297;Springer Nature;jour.1045337;Scientific Reports
Closed;pub.1010770260;2017;pblshr.1000078;Elsevier;jour.1035522;Journal of Statistical Planning and Inference
Gold;pub.1010796601;2015;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Closed;pub.1010867080;2015;pblshr.1000078;Elsevier;jour.1013475;Transplantation Proceedings
Hybrid;pub.1010871691;2015;pblshr.1000078;Elsevier;jour.1112054;Immunity
Bronze;pub.1010883818;2015;pblshr.1000078;Elsevier;jour.1327373;Biochimica et Biophysica Acta (BBA) - Lipids and Lipid Metabolism
Closed;pub.1010921557;2016;pblshr.1000078;Elsevier;jour.1039601;Brain Stimulation
Closed;pub.1010925543;2016;pblshr.1000311;Wiley;jour.1096585;Movement Disorders
Gold;pub.1010942847;2015;pblshr.1000078;Elsevier;jour.1046010;Cell Reports
Grün;pub.1010963830;2017;pblshr.1000301;Taylor & Francis;jour.1043480;Small GTPases
Closed;pub.1010971528;2015;pblshr.1000078;Elsevier;jour.1088956;Hearing Research
Grün;pub.1011022224;2015;pblshr.1000311;Wiley;jour.1022148;Cochrane Database of Systematic Reviews
Gold;pub.1011032436;2015;pblshr.1000311;Wiley;jour.1313388;Annals of Clinical and Translational Neurology
Grün;pub.1011037038;2016;pblshr.1000382;Joule;jour.1019308;Canadian Medical Association Journal
Grün;pub.1011072932;2015;pblshr.1000179;SAGE Publications;jour.1092815;Journal of Cerebral Blood Flow & Metabolism
Grün;pub.1011107405;2015;pblshr.1000311;Wiley;jour.1028854;Proteomics
Gold;pub.1011192245;2016;pblshr.1000297;Springer Nature;jour.1030439;Critical Reviews in Computed Tomography
Gold;pub.1011273151;2015;pblshr.1001965;Frontiers;jour.1040231;Frontiers in Computational Neuroscience
Grün;pub.1011280799;2015;pblshr.1000286;Oxford University Press (OUP);jour.1091325;European Heart Journal
Closed;pub.1011296485;2015;pblshr.1000078;Elsevier;jour.1021970;Sleep Medicine
Gold;pub.1011372537;2015;pblshr.1001858;Croatian Medical Journal;jour.1070789;Croatian Medical Journal
Closed;pub.1011379544;2015;pblshr.1000179;SAGE Publications;jour.1036847;International Journal of Stroke
Gold;pub.1011388723;2016;pblshr.1000194;Thieme;jour.1156577;Experimental and Clinical Endocrinology & Diabetes Reports
Closed;pub.1011443048;2016;pblshr.1000078;Elsevier;jour.1101614;European Psychiatry
Closed;pub.1011504921;2015;pblshr.1000311;Wiley;jour.1092102;The Prostate
Closed;pub.1011516287;2017;pblshr.1000078;Elsevier;jour.1017752;Journal of the Neurological Sciences
Closed;pub.1011568269;2015;pblshr.1000078;Elsevier;jour.1101614;European Psychiatry
Gold;pub.1011760844;2015;pblshr.1000297;Springer Nature;jour.1045337;Scientific Reports
